node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ABCB1,CYP2J2,9606.ENSP00000478255,9606.ENSP00000360247,0,0,0,0,0.07,0,0,0.397,0.416
ABCB1,CYP2C8,9606.ENSP00000478255,9606.ENSP00000360317,0,0,0,0,0.062,0,0,0.684,0.691
ABCB1,HSP90AB1,9606.ENSP00000478255,9606.ENSP00000360609,0,0,0,0,0,0.091,0,0.378,0.41
ABCB1,UGT1A4,9606.ENSP00000478255,9606.ENSP00000362508,0,0,0,0,0.062,0,0,0.387,0.4
ABCB1,UGT1A1,9606.ENSP00000478255,9606.ENSP00000362549,0,0,0,0,0.062,0,0,0.685,0.692
ABCB1,MVP,9606.ENSP00000478255,9606.ENSP00000378760,0,0,0,0,0,0,0,0.605,0.605
ABCB1,SULT1A1,9606.ENSP00000478255,9606.ENSP00000378972,0,0,0,0,0.062,0,0,0.395,0.408
ABCB1,RELA,9606.ENSP00000478255,9606.ENSP00000384273,0,0,0,0,0,0,0,0.413,0.413
ABCB1,ATP2B1,9606.ENSP00000478255,9606.ENSP00000392043,0,0,0,0,0.052,0.063,0,0.618,0.631
ABCB1,SMARCA4,9606.ENSP00000478255,9606.ENSP00000395654,0,0,0,0,0,0.056,0,0.43,0.44
ABCB1,ABCF3,9606.ENSP00000478255,9606.ENSP00000411471,0,0,0,0,0.062,0,0,0.473,0.485
ABCB1,CYP2E1,9606.ENSP00000478255,9606.ENSP00000440689,0,0,0,0,0.062,0,0,0.463,0.474
ABCB1,CYP3A7,9606.ENSP00000478255,9606.ENSP00000480571,0,0,0,0,0.063,0,0,0.523,0.533
ABCB10,HAT1,9606.ENSP00000355637,9606.ENSP00000264108,0,0,0,0,0.138,0.379,0,0.048,0.446
ABCB10,AGPS,9606.ENSP00000355637,9606.ENSP00000264167,0,0,0,0,0.062,0.527,0,0,0.537
ABCB10,PITRM1,9606.ENSP00000355637,9606.ENSP00000370377,0,0,0,0,0.083,0.142,0,0.323,0.421
ABCB10,SLC46A1,9606.ENSP00000355637,9606.ENSP00000480703,0,0,0,0,0,0,0,0.487,0.487
ABCB10,ALAD,9606.ENSP00000355637,9606.ENSP00000386284,0,0,0,0,0.065,0,0,0.601,0.611
ABCB10,STEAP3,9606.ENSP00000355637,9606.ENSP00000376822,0,0,0,0,0,0,0,0.625,0.625
ABCB10,PPOX,9606.ENSP00000355637,9606.ENSP00000356978,0,0,0,0,0.053,0,0,0.698,0.702
ABCB11,SULT2A1,9606.ENSP00000263817,9606.ENSP00000222002,0,0,0,0,0.077,0,0,0.66,0.672
ABCB11,AKR1D1,9606.ENSP00000263817,9606.ENSP00000242375,0,0,0,0,0.083,0.056,0,0.428,0.462
ABCB11,SRSF6,9606.ENSP00000263817,9606.ENSP00000244020,0,0,0,0,0,0.058,0,0.463,0.473
ABCB11,MRPS7,9606.ENSP00000263817,9606.ENSP00000245539,0,0,0,0,0.062,0,0,0.609,0.617
ABCB11,SLCO1B1,9606.ENSP00000263817,9606.ENSP00000256958,0,0,0,0,0.187,0,0,0.831,0.856
ABCB11,BAAT,9606.ENSP00000263817,9606.ENSP00000259407,0,0,0,0,0.085,0,0,0.722,0.735
ABCB11,CYP2C9,9606.ENSP00000263817,9606.ENSP00000260682,0,0,0,0,0.09,0,0,0.47,0.497
ABCB11,SLCO1B3,9606.ENSP00000263817,9606.ENSP00000261196,0,0,0,0,0.148,0,0,0.779,0.804
ABCB11,SLC27A5,9606.ENSP00000263817,9606.ENSP00000263093,0,0,0,0,0.15,0,0,0.51,0.565
ABCB11,ATP11C,9606.ENSP00000263817,9606.ENSP00000332756,0,0,0,0,0.062,0.063,0,0.372,0.4
ABCB11,ABCC3,9606.ENSP00000263817,9606.ENSP00000285238,0,0,0,0.573,0.065,0.056,0,0.828,0.402
ABCB11,CYP2B6,9606.ENSP00000263817,9606.ENSP00000324648,0,0,0,0,0.063,0,0,0.402,0.416
ABCB11,CYP2E1,9606.ENSP00000263817,9606.ENSP00000440689,0,0,0,0,0.068,0,0,0.411,0.428
ABCB11,CARM1,9606.ENSP00000263817,9606.ENSP00000325690,0,0,0,0,0,0.281,0,0.239,0.429
ABCB11,CYP2C8,9606.ENSP00000263817,9606.ENSP00000360317,0,0,0,0,0.096,0,0,0.396,0.431
ABCB11,DNAJC3,9606.ENSP00000263817,9606.ENSP00000473631,0,0,0,0,0,0.057,0,0.423,0.432
ABCB11,VPS33B,9606.ENSP00000263817,9606.ENSP00000327650,0,0,0,0,0.05,0.057,0,0.427,0.442
ABCB11,ABCF1,9606.ENSP00000263817,9606.ENSP00000313603,0,0,0,0,0.062,0,0,0.431,0.443
ABCB11,ABCF3,9606.ENSP00000263817,9606.ENSP00000411471,0,0,0,0,0.062,0,0,0.437,0.449
ABCB11,CYP1A2,9606.ENSP00000263817,9606.ENSP00000342007,0,0,0,0,0,0,0,0.462,0.462
ABCB11,CROT,9606.ENSP00000263817,9606.ENSP00000413575,0,0,0,0,0.062,0,0,0.492,0.503
ABCB11,UGT2B4,9606.ENSP00000263817,9606.ENSP00000305221,0,0,0,0,0.136,0,0,0.47,0.522
ABCB11,UGT1A6,9606.ENSP00000263817,9606.ENSP00000303174,0,0,0,0,0.091,0,0,0.541,0.565
ABCB11,GPT,9606.ENSP00000263817,9606.ENSP00000378408,0,0,0,0,0,0,0,0.572,0.572
ABCB11,UGT1A1,9606.ENSP00000263817,9606.ENSP00000362549,0,0,0,0,0.063,0,0,0.581,0.591
ABCB11,SLC22A1,9606.ENSP00000263817,9606.ENSP00000355930,0,0.001,0,0,0.077,0.059,0,0.58,0.603
ABCB11,CYP3A4,9606.ENSP00000263817,9606.ENSP00000337915,0,0,0,0,0.086,0,0,0.611,0.629
ABCB11,SLCO2B1,9606.ENSP00000263817,9606.ENSP00000289575,0,0,0,0,0.064,0,0,0.67,0.677
ABCB11,CYP8B1,9606.ENSP00000263817,9606.ENSP00000318867,0,0,0,0,0.108,0,0,0.82,0.833
ABCB11,CYP7A1,9606.ENSP00000263817,9606.ENSP00000301645,0,0,0,0,0.104,0,0,0.868,0.876
ABCB6,ABCF2,9606.ENSP00000265316,9606.ENSP00000222388,0,0,0,0,0.064,0,0,0.772,0.777
ABCB6,TSG101,9606.ENSP00000265316,9606.ENSP00000251968,0,0,0,0,0,0.428,0,0.087,0.456
ABCB6,BCKDHB,9606.ENSP00000265316,9606.ENSP00000318351,0,0,0,0,0.062,0,0,0.472,0.483
ABCB6,SLC46A1,9606.ENSP00000265316,9606.ENSP00000480703,0,0,0,0,0.064,0,0,0.484,0.497
ABCB6,TFRC,9606.ENSP00000265316,9606.ENSP00000353224,0,0,0,0,0.062,0,0,0.542,0.552
ABCB6,MRPS14,9606.ENSP00000265316,9606.ENSP00000420714,0,0,0,0,0.062,0,0,0.614,0.622
ABCB6,ABCF1,9606.ENSP00000265316,9606.ENSP00000313603,0,0,0,0,0.064,0,0,0.645,0.653
ABCB6,ALAD,9606.ENSP00000265316,9606.ENSP00000386284,0,0,0,0,0.066,0,0,0.687,0.695
ABCB6,ABCF3,9606.ENSP00000265316,9606.ENSP00000411471,0,0,0,0,0.064,0,0,0.694,0.701
ABCB6,ATP1B3,9606.ENSP00000265316,9606.ENSP00000286371,0,0,0,0,0,0,0.72,0,0.72
ABCB6,PPOX,9606.ENSP00000265316,9606.ENSP00000356978,0,0,0,0,0,0,0,0.784,0.784
ABCC3,SULT2A1,9606.ENSP00000285238,9606.ENSP00000222002,0,0,0,0,0.062,0,0,0.519,0.529
ABCC3,MRPS7,9606.ENSP00000285238,9606.ENSP00000245539,0,0,0,0,0.062,0,0,0.765,0.77
ABCC3,SLCO1B1,9606.ENSP00000285238,9606.ENSP00000256958,0,0,0,0,0.063,0,0,0.78,0.785
ABCC3,CYP2C9,9606.ENSP00000285238,9606.ENSP00000260682,0,0,0,0,0.062,0,0,0.396,0.41
ABCC3,SLCO1B3,9606.ENSP00000285238,9606.ENSP00000261196,0,0,0,0,0.086,0,0,0.767,0.778
ABCC3,MVP,9606.ENSP00000285238,9606.ENSP00000378760,0,0,0,0,0.112,0,0,0.392,0.437
ABCC3,ALDH6A1,9606.ENSP00000285238,9606.ENSP00000450436,0,0,0,0,0,0,0,0.456,0.456
ABCC3,ABCF3,9606.ENSP00000285238,9606.ENSP00000411471,0,0,0,0,0.062,0,0,0.449,0.461
ABCC3,UGT2B7,9606.ENSP00000285238,9606.ENSP00000304811,0,0,0,0,0.066,0,0,0.447,0.461
ABCC3,CYP2B6,9606.ENSP00000285238,9606.ENSP00000324648,0,0,0,0,0.062,0,0,0.458,0.47
ABCC3,TPR,9606.ENSP00000285238,9606.ENSP00000356448,0,0,0,0,0,0.066,0,0.457,0.471
ABCC3,CYP3A4,9606.ENSP00000285238,9606.ENSP00000337915,0,0,0,0,0.063,0,0,0.566,0.575
ABCC3,UGT1A6,9606.ENSP00000285238,9606.ENSP00000303174,0,0,0,0,0.099,0,0,0.563,0.59
ABCC3,UGT1A1,9606.ENSP00000285238,9606.ENSP00000362549,0,0,0,0,0.065,0,0,0.588,0.598
ABCC3,SLC22A1,9606.ENSP00000285238,9606.ENSP00000355930,0,0,0,0,0,0.064,0,0.602,0.612
ABCC3,CYP8B1,9606.ENSP00000285238,9606.ENSP00000318867,0,0,0,0,0.065,0.056,0,0.606,0.622
ABCC3,NUP93,9606.ENSP00000285238,9606.ENSP00000310668,0,0,0,0,0.054,0,0,0.667,0.672
ABCC3,CYP7A1,9606.ENSP00000285238,9606.ENSP00000301645,0,0,0,0,0.064,0.056,0,0.661,0.675
ABCC3,SLCO2B1,9606.ENSP00000285238,9606.ENSP00000289575,0,0,0,0,0.065,0,0,0.71,0.717
ABCC6,SLCO2B1,9606.ENSP00000205557,9606.ENSP00000289575,0,0,0,0,0.065,0,0,0.409,0.424
ABCC6,PDXDC1,9606.ENSP00000205557,9606.ENSP00000379691,0,0,0,0,0,0,0,0.452,0.452
ABCC6,MRPS7,9606.ENSP00000205557,9606.ENSP00000245539,0,0,0,0,0.062,0,0,0.651,0.659
ABCD1,ACOT8,9606.ENSP00000218104,9606.ENSP00000217455,0,0,0,0,0.066,0,0,0.538,0.55
ABCD1,AKR1D1,9606.ENSP00000218104,9606.ENSP00000242375,0,0,0,0,0.062,0,0,0.396,0.409
ABCD1,HMGCL,9606.ENSP00000218104,9606.ENSP00000363614,0,0,0,0,0.399,0.064,0,0,0.413
ABCD1,ACSL3,9606.ENSP00000218104,9606.ENSP00000350012,0,0,0,0,0.161,0.144,0,0.254,0.417
ABCD1,ABCF2,9606.ENSP00000218104,9606.ENSP00000222388,0,0,0,0,0.062,0,0,0.439,0.451
ABCD1,ACSL4,9606.ENSP00000218104,9606.ENSP00000339787,0,0,0,0,0.161,0.144,0,0.306,0.458
ABCD1,ABCF1,9606.ENSP00000218104,9606.ENSP00000313603,0,0,0,0,0.062,0,0,0.448,0.46
ABCD1,GPT,9606.ENSP00000218104,9606.ENSP00000378408,0,0,0,0,0.46,0,0,0.042,0.461
ABCD1,FARSB,9606.ENSP00000218104,9606.ENSP00000281828,0,0,0,0,0.463,0,0,0,0.463
ABCD1,ZFPL1,9606.ENSP00000218104,9606.ENSP00000294258,0,0,0,0,0.069,0,0,0.45,0.466
ABCD1,PEX11G,9606.ENSP00000218104,9606.ENSP00000221480,0,0,0,0,0.367,0,0,0.216,0.483
ABCD1,ADHFE1,9606.ENSP00000218104,9606.ENSP00000379865,0,0,0,0,0.486,0,0,0,0.485
ABCD1,PEX1,9606.ENSP00000218104,9606.ENSP00000248633,0,0,0,0,0.062,0,0,0.477,0.489
ABCD1,ECHS1,9606.ENSP00000218104,9606.ENSP00000357535,0,0,0,0,0.463,0,0,0.101,0.496
ABCD1,ACAA1,9606.ENSP00000218104,9606.ENSP00000333664,0,0,0,0,0.078,0,0,0.479,0.499
ABCD1,ACSL5,9606.ENSP00000218104,9606.ENSP00000348429,0,0,0,0,0.259,0.18,0,0.277,0.522
ABCD1,GNPAT,9606.ENSP00000218104,9606.ENSP00000355607,0,0,0,0,0.087,0,0,0.505,0.528
ABCD1,BAAT,9606.ENSP00000218104,9606.ENSP00000259407,0,0,0,0,0.062,0,0,0.525,0.535
ABCD1,ABCF3,9606.ENSP00000218104,9606.ENSP00000411471,0,0,0,0,0.062,0,0,0.529,0.539
ABCD1,ACSL1,9606.ENSP00000218104,9606.ENSP00000422607,0,0,0,0,0.231,0.18,0,0.355,0.558
ABCD1,ACOX2,9606.ENSP00000218104,9606.ENSP00000307697,0,0,0,0,0.087,0,0,0.536,0.558
ABCD1,PBDC1,9606.ENSP00000218104,9606.ENSP00000362456,0,0,0,0,0,0.105,0,0.553,0.582
ABCD1,CAT,9606.ENSP00000218104,9606.ENSP00000241052,0,0,0,0,0.111,0.152,0,0.514,0.602
ABCD1,SCP2,9606.ENSP00000218104,9606.ENSP00000360569,0,0,0,0,0.326,0,0,0.437,0.604
ABCD1,HEPACAM,9606.ENSP00000218104,9606.ENSP00000298251,0,0,0,0,0,0,0,0.638,0.638
ABCD1,PEX6,9606.ENSP00000218104,9606.ENSP00000303511,0,0,0,0,0.149,0,0,0.631,0.672
ABCD1,AGPS,9606.ENSP00000218104,9606.ENSP00000264167,0,0,0,0,0,0.621,0,0.423,0.772
ABCD1,SLC27A2,9606.ENSP00000218104,9606.ENSP00000267842,0,0,0,0,0.062,0.192,0,0.853,0.879
ABCD1,PXMP2,9606.ENSP00000218104,9606.ENSP00000321271,0,0,0,0,0.085,0,0.9,0.244,0.924
ABCD1,PXMP4,9606.ENSP00000218104,9606.ENSP00000386385,0,0,0,0,0.191,0,0.9,0.451,0.951
ABCD1,PEX16,9606.ENSP00000218104,9606.ENSP00000241041,0,0,0,0,0.204,0,0.9,0.601,0.965
ABCD1,PEX11B,9606.ENSP00000218104,9606.ENSP00000358312,0,0,0,0,0.344,0,0.9,0.637,0.974
ABCF1,EIF3D,9606.ENSP00000313603,9606.ENSP00000216190,0,0,0,0,0.207,0,0,0.341,0.455
ABCF1,MRPS7,9606.ENSP00000313603,9606.ENSP00000245539,0.06,0,0,0,0.107,0.369,0,0.302,0.581
ABCF1,MRPL15,9606.ENSP00000313603,9606.ENSP00000260102,0.044,0,0,0,0.073,0.344,0,0.107,0.411
ABCF1,SNW1,9606.ENSP00000313603,9606.ENSP00000261531,0,0,0,0,0.171,0.391,0,0,0.474
ABCF1,EIF2AK4,9606.ENSP00000313603,9606.ENSP00000263791,0.074,0,0,0,0.066,0.065,0,0.458,0.503
ABCF1,MRPL3,9606.ENSP00000313603,9606.ENSP00000264995,0,0,0,0,0.107,0.309,0,0.158,0.435
ABCF1,SUB1,9606.ENSP00000313603,9606.ENSP00000265073,0,0,0,0,0,0.272,0,0.307,0.474
ABCF1,MRPS5,9606.ENSP00000313603,9606.ENSP00000272418,0.044,0,0,0,0.109,0.343,0,0.149,0.46
ABCF1,FARSB,9606.ENSP00000313603,9606.ENSP00000281828,0.06,0,0,0,0.11,0,0,0.366,0.423
ABCF1,EIF5B,9606.ENSP00000313603,9606.ENSP00000289371,0.042,0,0,0,0.172,0.153,0,0.319,0.482
ABCF1,NUP93,9606.ENSP00000313603,9606.ENSP00000310668,0,0,0,0,0.062,0.077,0,0.364,0.401
ABCF1,XRCC6,9606.ENSP00000313603,9606.ENSP00000352257,0,0,0,0,0.068,0,0,0.382,0.4
ABCF1,SSB,9606.ENSP00000313603,9606.ENSP00000386636,0,0,0,0,0.367,0.062,0,0.075,0.403
ABCF1,MRPL1,9606.ENSP00000313603,9606.ENSP00000315017,0,0,0,0,0.083,0.369,0,0.054,0.404
ABCF1,CMTR1,9606.ENSP00000313603,9606.ENSP00000362550,0,0,0,0,0.055,0.27,0,0.208,0.406
ABCF1,CDC5L,9606.ENSP00000313603,9606.ENSP00000360532,0,0,0,0,0.203,0.284,0,0.045,0.408
ABCF1,PRPF8,9606.ENSP00000313603,9606.ENSP00000460348,0,0,0,0,0.076,0.396,0,0,0.419
ABCF1,TUBB2A,9606.ENSP00000313603,9606.ENSP00000369703,0,0,0,0,0.058,0,0,0.421,0.431
ABCF1,EFTUD2,9606.ENSP00000313603,9606.ENSP00000392094,0.05,0,0,0,0.147,0.275,0,0.156,0.438
ABCF1,RPL23,9606.ENSP00000313603,9606.ENSP00000420311,0,0,0,0,0.142,0.368,0,0.058,0.444
ABCF1,NUDC,9606.ENSP00000313603,9606.ENSP00000319664,0,0,0,0,0.066,0,0,0.462,0.476
ABCF1,HEATR1,9606.ENSP00000313603,9606.ENSP00000355541,0,0,0,0,0.193,0.07,0,0.363,0.48
ABCF1,MYBBP1A,9606.ENSP00000313603,9606.ENSP00000370968,0,0,0,0,0.25,0,0,0.383,0.517
ABCF1,VARS,9606.ENSP00000313603,9606.ENSP00000364815,0,0,0,0,0.165,0.246,0,0.322,0.535
ABCF1,EIF3H,9606.ENSP00000313603,9606.ENSP00000429931,0,0,0,0,0.111,0,0.54,0.075,0.589
ABCF1,EIF3B,9606.ENSP00000313603,9606.ENSP00000354125,0,0,0,0,0.357,0.069,0,0.479,0.661
ABCF1,GNL1,9606.ENSP00000313603,9606.ENSP00000365806,0,0,0,0,0.119,0.159,0,0.675,0.738
ABCF1,LARS,9606.ENSP00000313603,9606.ENSP00000377954,0,0,0,0,0.739,0.065,0,0.077,0.755
ABCF1,EIF2S2,9606.ENSP00000313603,9606.ENSP00000364119,0,0,0,0,0.467,0,0.6,0.191,0.812
ABCF1,RPL36A,9606.ENSP00000313603,9606.ENSP00000404375,0,0,0,0,0.066,0.176,0.9,0.048,0.916
ABCF1,RPL24,9606.ENSP00000313603,9606.ENSP00000377640,0,0,0,0,0.122,0.176,0.9,0.076,0.924
ABCF1,DHX9,9606.ENSP00000313603,9606.ENSP00000356520,0,0,0,0,0.097,0.258,0.9,0.055,0.928
ABCF2,AHSA1,9606.ENSP00000222388,9606.ENSP00000216479,0,0,0,0,0.437,0.058,0,0,0.447
ABCF2,FBL,9606.ENSP00000222388,9606.ENSP00000221801,0,0,0,0,0.424,0,0,0.146,0.487
ABCF2,HSPH1,9606.ENSP00000222388,9606.ENSP00000318687,0,0,0,0,0.291,0.149,0,0.085,0.4
ABCF2,MRPS5,9606.ENSP00000222388,9606.ENSP00000272418,0.044,0,0,0,0.109,0.343,0,0.058,0.402
ABCF2,NAT10,9606.ENSP00000222388,9606.ENSP00000257829,0.046,0,0,0,0.223,0.272,0,0,0.413
ABCF2,DDX3X,9606.ENSP00000222388,9606.ENSP00000382840,0.049,0,0,0,0.141,0.329,0,0.058,0.415
ABCF2,MRPS11,9606.ENSP00000222388,9606.ENSP00000317376,0.07,0,0,0,0.063,0.342,0,0.108,0.42
ABCF2,MRPL1,9606.ENSP00000222388,9606.ENSP00000315017,0,0,0,0,0.111,0.369,0,0.054,0.422
ABCF2,MRPL15,9606.ENSP00000222388,9606.ENSP00000260102,0.044,0,0,0,0.098,0.344,0,0.107,0.427
ABCF2,GNL3,9606.ENSP00000222388,9606.ENSP00000395772,0,0,0,0,0.336,0.159,0,0.058,0.428
ABCF2,MRPL3,9606.ENSP00000222388,9606.ENSP00000264995,0,0,0,0,0.101,0.309,0,0.158,0.431
ABCF2,TRMT1,9606.ENSP00000222388,9606.ENSP00000466967,0,0,0,0,0.112,0.394,0,0,0.438
ABCF2,CTPS2,9606.ENSP00000222388,9606.ENSP00000401264,0.045,0,0,0,0.236,0.298,0,0,0.443
ABCF2,PABPC1,9606.ENSP00000222388,9606.ENSP00000313007,0,0,0,0,0.354,0.06,0,0.157,0.443
ABCF2,POLR1C,9606.ENSP00000222388,9606.ENSP00000361465,0.077,0,0,0,0.198,0.272,0,0.101,0.45
ABCF2,EIF3A,9606.ENSP00000222388,9606.ENSP00000358140,0,0,0,0,0.146,0.341,0,0.107,0.454
ABCF2,GNL1,9606.ENSP00000222388,9606.ENSP00000365806,0,0,0,0,0.112,0.408,0,0.058,0.462
ABCF2,RPL23,9606.ENSP00000222388,9606.ENSP00000420311,0,0,0,0,0.159,0.389,0,0.058,0.473
ABCF2,NSUN2,9606.ENSP00000222388,9606.ENSP00000264670,0,0,0,0,0.166,0.386,0,0.055,0.473
ABCF2,ETF1,9606.ENSP00000222388,9606.ENSP00000353741,0,0,0,0,0.423,0.071,0,0.101,0.476
ABCF2,COG7,9606.ENSP00000222388,9606.ENSP00000305442,0,0,0,0,0.054,0,0,0.469,0.476
ABCF2,NOP56,9606.ENSP00000222388,9606.ENSP00000370589,0,0,0,0,0.216,0.341,0,0.066,0.476
ABCF2,EIF2A,9606.ENSP00000222388,9606.ENSP00000417229,0,0,0,0,0.316,0.133,0,0.19,0.477
ABCF2,RPL21,9606.ENSP00000222388,9606.ENSP00000346027,0,0,0,0,0.149,0.389,0,0.084,0.483
ABCF2,RPL24,9606.ENSP00000222388,9606.ENSP00000377640,0,0,0,0,0.097,0.389,0,0.144,0.486
ABCF2,ABCF3,9606.ENSP00000222388,9606.ENSP00000411471,0,0,0.351,0.881,0.161,0.318,0,0.891,0.487
ABCF2,GAR1,9606.ENSP00000222388,9606.ENSP00000226796,0,0,0,0,0.183,0,0,0.41,0.497
ABCF2,IPO4,9606.ENSP00000222388,9606.ENSP00000346453,0,0,0,0,0.46,0.056,0,0.107,0.505
ABCF2,EFTUD1,9606.ENSP00000222388,9606.ENSP00000268206,0.05,0,0,0,0.107,0.401,0,0.142,0.506
ABCF2,GMPS,9606.ENSP00000222388,9606.ENSP00000419851,0.07,0.001,0,0,0.471,0,0,0.078,0.507
ABCF2,ZC3H15,9606.ENSP00000222388,9606.ENSP00000338788,0,0.122,0,0,0.171,0.376,0,0.067,0.519
ABCF2,EIF3B,9606.ENSP00000222388,9606.ENSP00000354125,0,0,0,0,0.459,0.069,0,0.135,0.527
ABCF2,MRPS7,9606.ENSP00000222388,9606.ENSP00000245539,0.06,0,0,0,0.107,0.369,0,0.227,0.536
ABCF2,DKC1,9606.ENSP00000222388,9606.ENSP00000358563,0.042,0,0,0,0.292,0.341,0,0.095,0.542
ABCF2,CTPS1,9606.ENSP00000222388,9606.ENSP00000361704,0.045,0,0,0,0.287,0.385,0,0,0.545
ABCF2,EIF5B,9606.ENSP00000222388,9606.ENSP00000289371,0.042,0,0,0,0.119,0.497,0,0.133,0.583
ABCF2,EEF1E1,9606.ENSP00000222388,9606.ENSP00000369038,0,0,0,0,0.063,0.531,0,0.142,0.59
ABCF2,DDX18,9606.ENSP00000222388,9606.ENSP00000263239,0.049,0,0,0,0.423,0.307,0,0.058,0.594
ABCF2,TAP2,9606.ENSP00000222388,9606.ENSP00000364034,0,0,0,0,0.073,0,0,0.622,0.635
ABCF2,MARS,9606.ENSP00000222388,9606.ENSP00000262027,0.078,0,0,0,0.145,0.531,0,0.142,0.64
ABCF2,VARS,9606.ENSP00000222388,9606.ENSP00000364815,0,0,0,0,0.185,0.531,0,0.207,0.67
ABCF2,SNRNP200,9606.ENSP00000222388,9606.ENSP00000317123,0,0,0,0,0.062,0.788,0,0,0.792
ABCF2,PRPF8,9606.ENSP00000222388,9606.ENSP00000460348,0,0,0,0,0.065,0.788,0,0,0.793
ABCF2,MRPL4,9606.ENSP00000222388,9606.ENSP00000253099,0,0,0,0,0.139,0.279,0,0.695,0.794
ABCF2,CDC5L,9606.ENSP00000222388,9606.ENSP00000360532,0,0,0,0,0.072,0.788,0,0,0.795
ABCF2,PSME3,9606.ENSP00000222388,9606.ENSP00000293362,0,0,0,0,0.795,0,0,0,0.795
ABCF2,EFTUD2,9606.ENSP00000222388,9606.ENSP00000392094,0.05,0,0,0,0.14,0.803,0,0.142,0.843
ABCF2,SNW1,9606.ENSP00000222388,9606.ENSP00000261531,0,0,0,0,0.096,0.838,0,0,0.847
ABCF3,TPD52L2,9606.ENSP00000411471,9606.ENSP00000217121,0,0,0,0,0,0,0,0.453,0.453
ABCF3,EEF1A2,9606.ENSP00000411471,9606.ENSP00000217182,0,0,0,0,0.11,0.146,0,0.451,0.546
ABCF3,DRG2,9606.ENSP00000411471,9606.ENSP00000225729,0,0,0,0,0.134,0.066,0,0.434,0.502
ABCF3,HARS2,9606.ENSP00000411471,9606.ENSP00000230771,0.074,0,0,0,0.078,0.065,0,0.363,0.423
ABCF3,EIF2AK2,9606.ENSP00000411471,9606.ENSP00000233057,0,0,0,0,0.09,0,0,0.468,0.495
ABCF3,MRPS7,9606.ENSP00000411471,9606.ENSP00000245539,0.06,0,0,0,0.108,0.369,0,0.279,0.567
ABCF3,DDX49,9606.ENSP00000411471,9606.ENSP00000247003,0.049,0,0,0,0.381,0.088,0,0.242,0.539
ABCF3,GRWD1,9606.ENSP00000411471,9606.ENSP00000253237,0,0,0,0,0.436,0,0,0,0.436
ABCF3,NAT10,9606.ENSP00000411471,9606.ENSP00000257829,0.046,0,0,0,0.488,0,0,0,0.491
ABCF3,MRPL15,9606.ENSP00000411471,9606.ENSP00000260102,0.044,0,0,0,0.073,0.344,0,0.107,0.411
ABCF3,SNW1,9606.ENSP00000411471,9606.ENSP00000261531,0,0,0,0,0.082,0.391,0,0,0.418
ABCF3,MARS,9606.ENSP00000411471,9606.ENSP00000262027,0.078,0,0,0,0.265,0.246,0,0.195,0.533
ABCF3,EIF2AK4,9606.ENSP00000411471,9606.ENSP00000263791,0.074,0,0,0,0.066,0.133,0,0.657,0.708
ABCF3,MRPL3,9606.ENSP00000411471,9606.ENSP00000264995,0,0,0,0,0.101,0.309,0,0.158,0.431
ABCF3,MRPS5,9606.ENSP00000411471,9606.ENSP00000272418,0.044,0,0,0,0.109,0.343,0,0.058,0.402
ABCF3,EIF5B,9606.ENSP00000411471,9606.ENSP00000289371,0.042,0,0,0,0.181,0.153,0,0.237,0.425
ABCF3,MRPL1,9606.ENSP00000411471,9606.ENSP00000315017,0,0,0,0,0.083,0.369,0,0.101,0.434
ABCF3,SLC39A9,9606.ENSP00000411471,9606.ENSP00000336887,0,0,0,0,0,0,0,0.612,0.612
ABCF3,ZC3H15,9606.ENSP00000411471,9606.ENSP00000338788,0,0.071,0,0,0.152,0.152,0,0.208,0.4
ABCF3,THUMPD3,9606.ENSP00000411471,9606.ENSP00000339532,0.135,0,0,0,0.218,0,0,0.19,0.404
ABCF3,TAP1,9606.ENSP00000411471,9606.ENSP00000346206,0,0,0,0,0.062,0,0,0.55,0.56
ABCF3,PES1,9606.ENSP00000411471,9606.ENSP00000346725,0,0,0,0,0.644,0,0,0,0.644
ABCF3,ETF1,9606.ENSP00000411471,9606.ENSP00000353741,0,0,0,0,0.208,0.101,0,0.236,0.408
ABCF3,HEATR1,9606.ENSP00000411471,9606.ENSP00000355541,0,0,0,0,0.558,0.101,0,0.08,0.602
ABCF3,MRPS16,9606.ENSP00000411471,9606.ENSP00000362036,0.048,0,0,0,0.082,0.251,0,0.222,0.423
ABCF3,TAP2,9606.ENSP00000411471,9606.ENSP00000364034,0,0,0,0,0.062,0,0,0.503,0.514
ABCF3,VARS,9606.ENSP00000411471,9606.ENSP00000364815,0,0,0,0,0.2,0.246,0,0.216,0.485
ABCF3,MRPL2,9606.ENSP00000411471,9606.ENSP00000373404,0,0,0,0,0.115,0.343,0,0.062,0.407
ABCF3,DDX3X,9606.ENSP00000411471,9606.ENSP00000382840,0.049,0,0,0,0.305,0.153,0,0.138,0.453
ABCF3,EFTUD2,9606.ENSP00000411471,9606.ENSP00000392094,0.05,0,0,0,0.178,0.375,0,0.142,0.526
ABCF3,RPL23,9606.ENSP00000411471,9606.ENSP00000420311,0,0,0,0,0.071,0.368,0,0.101,0.426
ABCF3,EIF2B1,9606.ENSP00000411471,9606.ENSP00000416250,0,0,0,0,0.087,0,0,0.428,0.455
