"DrugID","Indication"
"D00IDP","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"D00IDR","Autoimmune diabetes [ICD-11: 5A10] Phase 2"
"D00IDV","Allergic rhinitis [ICD-11: CA08.0] Investigative"
"D00IEB","Lipid metabolism disorder [ICD-11: 5C52.Z] Investigative"
"D00IFH","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"D00IFH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00IFQ","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"D00IFQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00IFR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00IJM","Friedreich's ataxia [ICD-11: 8A03.10] Phase 2"
"D00IJQ","Anxiety disorder [ICD-11: 6B00-6B0Z] Phase 3"
"D00IKH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Withdrawn from market"
"D00IKI","Epilepsy [ICD-11: 8A60-8A68] Phase 1"
"D00INM","Liver cancer [ICD-11: 2C12] Preclinical"
"D00IOS","Multiple sclerosis [ICD-11: 8A40] Terminated"
"D00IPW","Autoimmune diabetes [ICD-11: 5A10] Terminated"
"D00IQH","Pain [ICD-11: MG30-MG3Z] Phase 2"
"D00IQV","Influenza virus infection [ICD-11: 1E30-1E32] Investigative"
"D00IRU","Schizophrenia [ICD-11: 6A20] Terminated"
"D00ISN","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"D00ISN","Crohn disease [ICD-11: DD70] Phase 2"
"D00ITC","Bleeding disorder [ICD-11: GA20-GA21] Phase 3"
"D00ITG","Pneumonia [ICD-11: CA40] Terminated"
"D00IUD","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D00IUG","Open-angle glaucoma [ICD-11: 9C61] Approved"
"D00IVF","Ventilator-associated pneumonia [ICD-11: PK81.0] Phase 3"
"D00IVN","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D00IVN","Fallopian tube cancer [ICD-11: 2C74] Phase 1"
"D00IVN","Metastatic colorectal cancer [ICD-11: 2B91] Phase 1"
"D00IVN","Ovarian cancer [ICD-11: 2C73] Phase 1"
"D00IVN","Peritoneal cavity cancer [ICD-11: 2C51.Z] Phase 1"
"D00IWE","Major depressive disorder [ICD-11: 6A70.3] Investigative"
"D00IWL","Blood forming organ disorder [ICD-11: JB64.1] Phase 3"
"D00IXM","Urinary incontinence [ICD-11: MF50.2] Phase 3"
"D00IXN","Substance use disorder [ICD-11: 6C4Z] Phase 1"
"D00IYB","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D00IYM","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D00IZD","Arteriosclerosis [ICD-11: BD40] Phase 2"
"D00IZW","Diabetic complication [ICD-11: 5A2Y] Terminated"
"D00IZY","Ocular infection [ICD-11: 1F00.1] Phase 2"
"D00JAU","Hypertension [ICD-11: BA00-BA04] Approved"
"D00JBM","Chronic obstructive pulmonary disease [ICD-11: CA22] Investigative"
"D00JCA","Immune System disease [ICD-11: 4A01-4B41] Phase 3"
"D00JCB","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1"
"D00JDJ","Multiple sclerosis [ICD-11: 8A40] Phase 1"
"D00JDL","Acute myeloid lymphoma [ICD-11: 2A80] Phase 1"
"D00JDL","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1"
"D00JDP","Cachexia [ICD-11: MG20] Investigative"
"D00JED","Atopic dermatitis [ICD-11: EA80] Phase 2"
"D00JFE","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D00JFN","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00JGL","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Preclinical"
"D00JIV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00JIX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00JJG","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D00JJW","Discovery agent [ICD-11: N.A.] Phase 1"
"D00JJZ","Multiple sclerosis [ICD-11: 8A40] Phase 3"
"D00JKJ","Pancreatic cancer [ICD-11: 2C10] Investigative"
"D00JME","Allergy [ICD-11: 4A80-4A85] Investigative"
"D00JMG","Contraception [ICD-11: QA21] Investigative"
"D00JMY","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00JMY","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D00JNL","Alzheimer disease [ICD-11: 8A20] Terminated"
"D00JNT","Hepatitis virus infection [ICD-11: 1E50-1E51] Discontinued in Phase 1"
"D00JQA","Albinism [ICD-11: EC23.2] Patented"
"D00JQA","Ephelides [ICD-11: ED61.0] Patented"
"D00JQA","Menkes disease [ICD-11: 5C64.0] Patented"
"D00JQA","Senile lentigines [ICD-11: ED61.0] Patented"
"D00JQA","Melasma [ICD-11: ED60.1] Patented"
"D00JQE","Arteriosclerosis [ICD-11: BD40] Phase 1"
"D00JQQ","Sarcoma [ICD-11: 2A60-2C35] Terminated"
"D00JRA","Schizophrenia [ICD-11: 6A20] Approved"
"D00JRD","Glaucoma/ocular hypertension [ICD-11: 9C61] Phase 3"
"D00JRS","Human immunodeficiency virus infection [ICD-11: 1C62] Approved"
"D00JRS","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Preclinical"
"D00JRS","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D00JSG","Attention deficit hyperactivity disorder [ICD-11: 6A05.Z] Terminated"
"D00JVC","Inflammatory bowel disease [ICD-11: DD72] Investigative"
"D00JVR","Allergic conjunctivitis [ICD-11: 9A60.02] Approved"
"D00JWL","Inflammation [ICD-11: 1A00-CA43.1] Terminated"
"D00JWN","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 1/2"
"D00JXV","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D00JZD","Influenza virus infection [ICD-11: 1E30-1E32] Phase 3"
"D00JZS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00JZX","Asthma [ICD-11: CA23] Terminated"
"D00KCR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00KDQ","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D00KDQ","Gastric adenocarcinoma [ICD-11: 2B72] Phase 1"
"D00KDQ","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"D00KDQ","Peritoneal metastasis [ICD-11: 2D91] Phase 1"
"D00KEF","Cognitive impairment [ICD-11: 6D71] Discontinued in Phase 3"
"D00KFB","Dry cough [ICD-11: MD12] Approved"
"D00KGB","Ovarian cancer [ICD-11: 2C73] Phase 2/3"
"D00KGI","Allergy [ICD-11: 4A80-4A85] Phase 1"
"D00KHD","Diabetic neuropathy [ICD-11: 8C0Z] Phase 2"
"D00KHI","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00KHM","Schizophrenia [ICD-11: 6A20] Approved"
"D00KIE","Parkinson disease [ICD-11: 8A00.0] Phase 2"
"D00KIU","Lymphoma [ICD-11: 2A80-2A86] Investigative"
"D00KJO","Methicillin-resistant staphylococci infection [ICD-11: 1A00-1A09] Preclinical"
"D00KKD","Crohn disease [ICD-11: DD70] Patented"
"D00KKD","Ulcerative colitis [ICD-11: DD71] Patented"
"D00KKD","Urinary tract infection [ICD-11: GC08] Patented"
"D00KLH","Stomach ulcer [ICD-11: DA60.Z] Terminated"
"D00KLP","Alzheimer disease [ICD-11: 8A20] Phase 3"
"D00KMI","leukaemia [ICD-11: 2A60-2B33] Investigative"
"D00KML","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00KMQ","Type-1/2 diabetes [ICD-11: 5A10-5A11] Phase 1"
"D00KNI","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00KOV","Angina pectoris [ICD-11: BA40] Discontinued in Preregistration"
"D00KQN","Asthma [ICD-11: CA23] Phase 2"
"D00KQN","Allergy [ICD-11: 4A80-4A85] Investigative"
"D00KQT","Arteriosclerosis [ICD-11: BD40] Terminated"
"D00KRE","Ulcerative colitis [ICD-11: DD71] Approved"
"D00KRT","Gastrointestinal disease [ICD-11: DE2Z] Approved"
"D00KSU","Bacterial infection [ICD-11: 1A00-1C4Z] Investigative"
"D00KTN","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D00KTN","Cancer related pain [ICD-11: MG30] Patented"
"D00KTN","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D00KTN","Inflammatory pain [ICD-11: MG30.42] Patented"
"D00KTV","Lung cancer [ICD-11: 2C25.0] Phase 2"
"D00KTV","Non-small-cell lung cancer [ICD-11: 2C25.Y] Discontinued in Phase 2"
"D00KTV","Pancreatic cancer [ICD-11: 2C10] Discontinued in Phase 1/2"
"D00KUD","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"D00KVE","Major depressive disorder [ICD-11: 6A70.3] Preclinical"
"D00KVO","Worm infection [ICD-11: 1F90.Z] Approved"
"D00KVX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00KWA","Heart arrhythmia [ICD-11: BC65] Terminated"
"D00KWF","Ileus [ICD-11: DA93.0] Preclinical"
"D00KXO","Harmful effects of drugs, medicaments or biological substances [ICD-11: NE60] Phase 2"
"D00KXQ","Arteriosclerosis [ICD-11: BD40] Terminated"
"D00LAA","Respiratory disease [ICD-11: CB40] Investigative"
"D00LBD","Cardiac disease [ICD-11: BA00-BE2Z] Discontinued in Phase 3"
"D00LCT","Hypertension [ICD-11: BA00-BA04] Discontinued in Phase 1"
"D00LDI","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00LFB","Premature labour [ICD-11: JB00] Approved"
"D00LGA","Psoriasis vulgaris [ICD-11: EA90] Phase 2"
"D00LGR","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 1/2"
"D00LGR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00LHF","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D00LHI","Discovery agent [ICD-11: N.A.] Phase 2"
"D00LJF","Hypertension [ICD-11: BA00-BA04] Phase 2"
"D00LLI","Candidiasis [ICD-11: 1F23] Discontinued in Phase 2"
"D00LMA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D00LMA","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D00LMR","Pulmonary disease [ICD-11: 1B10-1F85] Investigative"
"D00LMY","Non-insulin dependent diabetes [ICD-11: 5A11] Investigative"
"D00LNW","Multiple myeloma [ICD-11: 2A83] Phase 3"
"D00LNW","Liposarcoma [ICD-11: 2B59] Phase 3"
"D00LNW","Neuroendocrine cancer [ICD-11: 2B72.1] Phase 3"
"D00LNW","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D00LNW","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 2"
"D00LNW","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"D00LNW","Recurrent glioblastoma [ICD-11: 2A00.00] Phase 2"
"D00LOB","Thrombosis [ICD-11: DB61-GB90] Phase 1"
"D00LPZ","Diabetic complication [ICD-11: 5A2Y] Investigative"
"D00LRP","Anaemia [ICD-11: 3A90] Phase 1/2"
"D00LSD","Non-insulin dependent diabetes [ICD-11: 5A11] Investigative"
"D00LSI","Inflammatory bowel disease [ICD-11: DD72] Phase 2"
"D00LSI","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D00LSQ","Albinism [ICD-11: EC23.2] Patented"
"D00LSQ","Ephelides [ICD-11: ED61.0] Patented"
"D00LSQ","Menkes disease [ICD-11: 5C64.0] Patented"
"D00LSQ","Senile lentigines [ICD-11: ED61.0] Patented"
"D00LSQ","Melasma [ICD-11: ED60.1] Patented"
"D00LSW","Dysmenorrhea [ICD-11: GA34.3] Phase 2"
"D00LVA","Tobacco dependence [ICD-11: 6C4A.2] Discontinued in Phase 3"
"D00LWD","Neuropathic pain [ICD-11: 8E43.0] Investigative"
"D00LWF","Hypertension [ICD-11: BA00-BA04] Discontinued in Phase 2"
"D00LWR","Acromegaly [ICD-11: 5A60.0] Preclinical"
"D00LWS","Asthma [ICD-11: CA23] Discontinued in Phase 3"
"D00LWX","Bone marrow transplantation [ICD-11: QB63.6] Terminated"
"D00LXB","Lung infection [ICD-11: CA4Z] Investigative"
"D00LXD","Hepatitis C virus infection [ICD-11: 1E51.1] Discontinued in Phase 2"
"D00LYE","Neutropenia [ICD-11: 4B00.0] Investigative"
"D00LYW","Cerebrovascular ischaemia [ICD-11: 8B1Z] Terminated"
"D00LZM","Cough [ICD-11: MD12] Investigative"
"D00LZO","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D00LZY","Kidney injury [ICD-11: NB92.0] Investigative"
"D00MAM","Myeloproliferative syndrome [ICD-11: 2A22] Investigative"
"D00MAN","Asthma [ICD-11: CA23] Phase 1"
"D00MBR","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"D00MBY","Alzheimer disease [ICD-11: 8A20] Phase 1"
"D00MCA","Osteoporosis [ICD-11: FB83.0] Investigative"
"D00MCY","Female sexual arousal dysfunction [ICD-11: HA01.1] Investigative"
"D00MDP","Lung cancer [ICD-11: 2C25.0] Approved"
"D00MDP","Brain cancer [ICD-11: 2A00] Discontinued in Phase 3"
"D00MET","Metastatic malignant neoplasm [ICD-11: 2D50-2E09] Investigative"
"D00MEV","Asthma [ICD-11: CA23] Terminated"
"D00MFA","Poison intoxication [ICD-11: NE6Z] Investigative"
"D00MFY","Cerebrovascular ischaemia [ICD-11: 8B1Z] Terminated"
"D00MGO","Pruritus [ICD-11: EC90] Patented"
"D00MGO","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D00MGO","Chronic pain [ICD-11: MG30] Patented"
"D00MGO","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D00MGO","Thymic cancer [ICD-11: 2C27] Patented"
"D00MHP","Asthma [ICD-11: CA23] Phase 2"
"D00MIF","Hypertension [ICD-11: BA00-BA04] Terminated"
"D00MIN","Hyperthyroidism [ICD-11: 5A02] Approved"
"D00MIX","Obesity [ICD-11: 5B81] Preclinical"
"D00MJI","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00MLJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D00MLJ","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D00MLQ","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D00MLW","Long-chain fatty acid oxidation disorder [ICD-11: BC43.10] Approved"
"D00MLW","Genetic epileptic syndromes with variable age of onset [ICD-11: 8A61.4Y] Phase 3"
"D00MLX","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 3"
"D00MMV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 1"
"D00MNG","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 1"
"D00MPX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00MQS","Schizophrenia [ICD-11: 6A20] Preclinical"
"D00MRH","leukaemia [ICD-11: 2A60-2B33] Investigative"
"D00MSP","Hypertension [ICD-11: BA00-BA04] Terminated"
"D00MTG","Serious infection [ICD-11: 1H0Z] Phase 2"
"D00MUC","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1"
"D00MVK","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D00MWE","Lysosomal storage disease [ICD-11: 5C56.Z] Investigative"
"D00MXN","Migraine [ICD-11: 8A80] Phase 2"
"D00MYQ","Depression [ICD-11: 6A70-6A7Z] Approved"
"D00MYT","Anaesthesia [ICD-11: 9A78.6] Approved"
"D00MYW","Myelofibrosis [ICD-11: 2A20.2] Phase 1/2"
"D00MZC","Infectious disease [ICD-11: 1A00-CA43.1] Investigative"
"D00MZK","Hypertension [ICD-11: BA00-BA04] Phase 2"
"D00NAX","Psychomotor agitation [ICD-11: MB23.M] Approved"
"D00NBF","Amyotrophic lateral sclerosis [ICD-11: 8B60.0] Phase 2"
"D00NBJ","Basal cell carcinoma [ICD-11: 2C32] Phase 2"
"D00NBJ","Cutaneous T-cell lymphoma [ICD-11: 2B01] Phase 2"
"D00NBW","Colorectal cancer [ICD-11: 2B91.Z] Phase 1/2"
"D00NBW","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"D00NBW","Melanoma [ICD-11: 2C30] Phase 1"
"D00NBW","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00NEL","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00NEL","Advanced malignancy [ICD-11: 2A00-2F9Z] Phase 1"
"D00NGN","Cerebrovascular ischaemia [ICD-11: 8B1Z] Discontinued in Phase 3"
"D00NIV","Genetic disease [ICD-11: 8E02] Investigative"
"D00NJE","Autoimmune diabetes [ICD-11: 5A10] Investigative"
"D00NJJ","Urinary tract infection [ICD-11: GC08] Approved"
"D00NJL","Bronchitis [ICD-11: CA20] Approved"
"D00NKB","Congestive heart failure [ICD-11: BD10] Approved"
"D00NKB","Edema [ICD-11: MG29] Approved"
"D00NKB","Hypertension [ICD-11: BA00-BA04] Approved"
"D00NNC","Paget's disease [ICD-11: FB85] Approved"
"D00NNI","Overactive bladder [ICD-11: GC50.0] Phase 2"
"D00NOL","Human immunodeficiency virus infection [ICD-11: 1C62] Investigative"
"D00NOP","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D00NOY","Type-1 diabetes [ICD-11: 5A10] Investigative"
"D00NPE","Chronic obstructive pulmonary disease [ICD-11: CA22] Investigative"
"D00NPO","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 3"
"D00NPP","Influenza virus infection [ICD-11: 1E30-1E32] Approved"
"D00NPT","Osteoporosis [ICD-11: FB83.0] Approved"
"D00NSD","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D00NSM","Brain injury [ICD-11: NA07.Z] Discontinued in Phase 1/2"
"D00NTR","Histoplasma infection [ICD-11: 1F2A.Z] Approved"
"D00NTW","Hypertension [ICD-11: BA00-BA04] Discontinued in Phase 2"
"D00NUG","Rheumatoid arthritis [ICD-11: FA20] Phase 3"
"D00NUO","Plaque psoriasis [ICD-11: EA90.0] Application submitted"
"D00NVM","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"D00NVM","Ovarian cancer [ICD-11: 2C73] Phase 2"
"D00NVO","Asthma [ICD-11: CA23] Phase 2"
"D00NVX","Hypertension [ICD-11: BA00-BA04] Approved"
"D00NWT","Cystic fibrosis [ICD-11: CA25] Discontinued in Phase 2"
"D00NWV","Hepatitis B virus infection [ICD-11: 1E51.0] Phase 3"
"D00NXM","Urinary tract infection [ICD-11: GC08] Phase 2"
"D00NXT","Autoimmune diabetes [ICD-11: 5A10] Phase 2"
"D00NXT","IgG4 related disease [ICD-11: 4A43.0] Phase 2"
"D00NXT","Systemic lupus erythematosus [ICD-11: 4A40.0] Phase 2"
"D00NXT","Rheumatoid arthritis [ICD-11: FA20] Phase 1/2"
"D00NYJ","Metastatic biliary tract neoplasms [ICD-11: 2C14-2C17] Phase 2/3"
"D00NYJ","Breast cancer [ICD-11: 2C60-2C65] Phase 1/2"
"D00NYL","Spinal muscular atrophy [ICD-11: 8B61] Investigative"
"D00NZL","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"D00OAB","Bone metastases [ICD-11: 2D50] Investigative"
"D00OAU","Allergic rhinitis [ICD-11: CA08.0] Phase 1"
"D00OAY","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D00OCB","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D00ODY","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D00ODY","Cancer related pain [ICD-11: MG30] Patented"
"D00ODY","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D00ODY","Inflammatory pain [ICD-11: MG30.42] Patented"
"D00OEG","Idiopathic thrombocytopenic purpura [ICD-11: 3B64.10] Discontinued in Phase 3"
"D00OFV","Gastrointestinal disease [ICD-11: DE2Z] Investigative"
"D00OGX","Atopic dermatitis [ICD-11: EA80] Approved"
"D00OHP","Fibrosis [ICD-11: GA14-GC01] Investigative"
"D00OJL","Huntington disease [ICD-11: 8A01.10] Investigative"
"D00OKK","Bacterial infection [ICD-11: 1A00-1C4Z] Investigative"
"D00OLY","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D00OLY","Cancer related pain [ICD-11: MG30] Patented"
"D00OLY","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D00OLY","Inflammatory pain [ICD-11: MG30.42] Patented"
"D00OMJ","Obesity [ICD-11: 5B81] Investigative"
"D00ONE","Asthma [ICD-11: CA23] Investigative"
"D00OON","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D00OOZ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00OPX","Thrombocytopenia [ICD-11: 3B64] Phase 3"
"D00ORZ","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 2"
"D00OTH","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D00OTL","Atrial fibrillation [ICD-11: BC81.3] Phase 3"
"D00OTM","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00OTQ","Inflammatory bowel disease [ICD-11: DD72] Investigative"
"D00OTT","Lleum inflammation [ICD-11: 1A40.0] Approved"
"D00OVC","Insomnia [ICD-11: 7A00-7A0Z] Phase 2"
"D00OVE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D00OVU","Insomnia [ICD-11: 7A00-7A0Z] Approved"
"D00OWU","Cocaine addiction [ICD-11: 6C45.2] Phase 2"
"D00OXP","Multiple myeloma [ICD-11: 2A83] Phase 1"
"D00OYC","Ovarian cancer [ICD-11: 2C73] Phase 2"
"D00OYQ","Pain [ICD-11: MG30-MG3Z] Phase 2"
"D00OZC","Tourette syndrome [ICD-11: 8A05.00] Phase 3"
"D00PBI","Neurological disorder [ICD-11: 6B60] Investigative"
"D00PBS","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 1/2"
"D00PBX","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Approved"
"D00PBX","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Approved"
"D00PDG","Weight gain [ICD-11: MG43.6] Discontinued in Phase 1/2"
"D00PDQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00PEH","Thrombocytopenia [ICD-11: 3B64] Approved"
"D00PEH","Idiopathic thrombocytopenic purpura [ICD-11: 3B64.10] Phase 3"
"D00PEN","Colorectal cancer [ICD-11: 2B91.Z] Phase 1/2"
"D00PEN","Metastatic colorectal cancer [ICD-11: 2B91] Phase 1"
"D00PFW","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Phase 2"
"D00PGA","Motor neurone disease [ICD-11: 8B60] Investigative"
"D00PGF","Asthma [ICD-11: CA23] Investigative"
"D00PHK","Neoplasm [ICD-11: 2A00-2F9Z] Patented"
"D00PHK","Angiogenesis disorder [ICD-11: BE2Z] Patented"
"D00PIE","Acute lymphoblastic leukaemia [ICD-11: 2A85] Discontinued in Phase 1"
"D00PJJ","Type-2 diabetes [ICD-11: 5A11] Phase 2"
"D00PJK","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00PJY","Breast cancer [ICD-11: 2C60-2C65] Approved"
"D00PLV","Hypertension [ICD-11: BA00-BA04] Approved"
"D00PLX","Glaucoma/ocular hypertension [ICD-11: 9C61] Investigative"
"D00PMA","Immune System disease [ICD-11: 4A01-4B41] Discontinued in Phase 2"
"D00PMB","Cervical Intraepithelial neoplasia [ICD-11: 2E66.1] Phase 3"
"D00PMB","Dysplasia [ICD-11: LB30-LD2F] Phase 3"
"D00PMB","Human papillomavirus infection [ICD-11: 1A9Y] Phase 2"
"D00PMB","Vulvar squamous intraepithelial lesion [ICD-11: 2E66.1] Phase 2"
"D00PMB","Vulvar intraepithelial neoplasia [ICD-11: 2E67.10] Phase 2"
"D00PNU","Autoimmune diabetes [ICD-11: 5A10] Discontinued in Phase 1"
"D00POS","Hypertension [ICD-11: BA00-BA04] Phase 1"
"D00PPV","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D00PQS","Pain [ICD-11: MG30-MG3Z] Investigative"
"D00PRI","Toxicity [ICD-11: N.A.] Approved"
"D00PSG","Hypotension [ICD-11: BA20-BA21] Phase 2"
"D00PTZ","Lymphoma [ICD-11: 2A80-2A86] Phase 3"
"D00PUT","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D00PXQ","Schizophrenia [ICD-11: 6A20] Terminated"
"D00PYP","Depression [ICD-11: 6A70-6A7Z] Terminated"
"D00PYP","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"D00PZH","Type-2 diabetes [ICD-11: 5A11] Terminated"
"D00PZK","Vomiting [ICD-11: MD90] Discontinued in Phase 2"
"D00QAQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00QAX","Bacterial infection [ICD-11: 1A00-1C4Z] Preclinical"
"D00QBV","Acute respiratory distress syndrome [ICD-11: CB00] Investigative"
"D00QBV","Myocardial reperfusion injury [ICD-11: NB31] Investigative"
"D00QBV","Sepsis [ICD-11: 1G40-1G41] Investigative"
"D00QCB","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Discontinued in Phase 2"
"D00QCV","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D00QCX","Pain [ICD-11: MG30-MG3Z] Investigative"
"D00QDJ","Metastatic melanoma [ICD-11: 2E2Z] Approved"
"D00QDJ","Severe acute respiratory syndrome (SARS) [ICD-11: 1D65] Investigative"
"D00QDJ","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Investigative"
"D00QEP","Acute lymphocytic leukaemia [ICD-11: 2B33.3] Approved"
"D00QEP","Acute lymphoblastic leukaemia [ICD-11: 2A85] Approved"
"D00QET","Asthma [ICD-11: CA23] Approved"
"D00QEZ","Osteoarthritis pain [ICD-11: MG30.31] Patented"
"D00QEZ","Cancer related pain [ICD-11: MG30] Patented"
"D00QEZ","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D00QEZ","Inflammatory pain [ICD-11: MG30.42] Patented"
"D00QFV","Liver cancer [ICD-11: 2C12] Investigative"
"D00QFY","Chronic renal failure [ICD-11: GB61.Z] Discontinued in Phase 3"
"D00QGB","Cocaine addiction [ICD-11: 6C45.2] Investigative"
"D00QGV","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 2"
"D00QHT","Cerebral infarction [ICD-11: 8B11.5Z] Terminated"
"D00QIJ","Huntington disease [ICD-11: 8A01.10] Preclinical"
"D00QIK","Ischemia-reperfusion injury [ICD-11: DB98.B] Terminated"
"D00QJL","Influenza virus infection [ICD-11: 1E30-1E32] Phase 3"
