DrugID,Indication
DB00115,"
**Nasal spray**
The cyanocobalamin nasal spray is indicated for the maintenance of vitamin B12 concentrations after normalization with intramuscular vitamin B12 therapy in patients with deficiency of this vitamin who have no nervous system involvement [FDA label].
Note:  CaloMist [FDA label], the nasal spray form, has not been evaluated for the treatment of newly diagnosed vitamin B12 deficiency.
**Injection forms (subcutaneous, intramuscular)**
These forms are indicated for vitamin B12 deficiencies due to various causes, with or without neurologic manifestations [F3736].  Vitamin B12 deficiency is frequently caused by malabsorption, which is often associated with the following conditions [L5545]:
Addisonian (pernicious) anemia
Gastrointestinal pathology, dysfunction, or surgery, including gluten enteropathy or sprue, small bowel bacterial overgrowth, total or partial gastrectomy
Fish tapeworm infestation
Malignancy of the pancreas or bowel
Folic acid deficiency

**Oral forms**
Vitamin B12 supplements are widely available and indicated in patients who require supplementation for various reasons.  Dose requirements for vitamin B12 which are higher than normal (caused by pregnancy, thyrotoxicosis, hemolytic anemia, hemorrhage, malignancy, hepatic and renal disease) can usually be achieved with oral supplementation [L5545].   Oral products of vitamin B12 are not recommended in patients with malabsorption, as these forms are primarily absorbed in the gastrointestinal tract [F3739]. "
DB00116,"For nutritional supplementation, also for treating dietary shortage or imbalance."
DB00117,The actions of supplemental L-histidine are entirely unclear. It may have some immunomodulatory as well as antioxidant activity. L-histidine may be indicated for use in some with rheumatoid arthritis. It is not indicated for treatment of anemia or uremia or for lowering serum cholesterol.
DB00118,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being."
DB00119,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00120,L-phenylalanine may be helpful in some with depression. It may also be useful in the treatment of vitiligo. There is some evidence that L-phenylalanine may exacerbate tardive dyskinesia in some schizophrenic patients and in some who have used neuroleptic drugs.
DB00121,"For nutritional supplementation, also for treating dietary shortage or imbalance."
DB00122,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00123,Supplemental lysine has putative anti-herpes simplex virus activity. There is preliminary research suggesting that it may have some anti-osteoporotic activity.
DB00125,"Used for nutritional supplementation, also for treating dietary shortage or imbalance."
DB00126,"Used to treat vitamin C deficiency, scurvy, delayed wound and bone healing, urine acidification, and in general as an antioxidant. It has also been suggested to be an effective antiviral agent."
DB00127,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00128,"There is no support for the claim that aspartates are exercise performance enhancers, i.e. ergogenic aids."
DB00129,"Used for nutritional supplementation, also for treating dietary shortage or imbalance. It has been claimed that ornithine improves athletic performance, has anabolic effects, has wound-healing effects, and is immuno-enhancing."
DB00130,"Used for nutritional supplementation, also for treating dietary shortage or imbalance.
Used to reduce the acute complications of sickle cell disease in adult and pediatric patients 5 years of age and older [FDA Label]."
DB00131,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00132,For nutritional supplementation and for treating dietary shortage or imbalance.
DB00133,Used as a natural moisturizing agent in some cosmetics and skin care products.
DB00134,"Used for protein synthesis including the formation of SAMe, L-homocysteine, L-cysteine, taurine, and sulfate."
DB00135,"Tyrosine is claimed to act as an effective antidepressant, however results are mixed. Tyrosine has also been claimed to reduce stress and combat narcolepsy and chronic fatigue, however these claims have been refuted by some studies."
DB00136,"Used to treat vitamin D deficiency or insufficiency, refractory rickets (vitamin D resistant rickets), familial hypophosphatemia and hypoparathyroidism, and in the management of hypocalcemia and renal osteodystrophy in patients with chronic renal failure undergoing dialysis. Also used in conjunction with calcium in the management and prevention of primary or corticosteroid-induced osteoporosis."
DB00137,"Xanthophylls are taken for nutritional supplementation, and also for treating dietary shortage or imbalance."
DB00138,"It has been claimed that L-cysteine has anti-inflammatory properties, that it can protect against various toxins, and that it might be helpful in osteoarthritis and rheumatoid arthritis. More research will have to be done before L-cysteine can be indicated for any of these conditions. Research to date has mostly been in animal models."
DB00139,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00140,For the treatment of ariboflavinosis (vitamin B2 deficiency).
DB00141,"For the treatment and prevention of osteoarthritis, by itself or in combination with chondroitin sulfate."
DB00142,"Considered to be nature's ""Brain food"" by improving mental capacities; helps speed the healing of ulcers; gives a ""lift"" from fatigue; helps control alcoholism, schizophrenia and the craving for sugar."
DB00143,"For nutritional supplementation, also for treating dietary shortage or imbalance"
DB00144,"Phosphatidylserine has demonstrated some usefulness in treating cognitive impairment, including Alzheimer's disease, age-associated memory impairment and some non-Alzheimer's dementias. More research is needed before phosphatidylserine can be indicated for immune enhancement or for reduction of exercise stress."
DB00145,Supplemental glycine may have antispastic activity. Very early findings suggest it may also have antipsychotic activity as well as antioxidant and anti-inflammatory activities.
DB00146,"Used to treat vitamin D deficiency or insufficiency, refractory rickets (vitamin D resistant rickets), familial hypophosphatemia and hypoparathyroidism, and in the management of hypocalcemia and renal osteodystrophy in patients with chronic renal failure undergoing dialysis. Also used in conjunction with calcium in the management and prevention of primary or corticosteroid-induced osteoporosis."
DB00147,"Pyridoxal is one of the natural forms available of vitamin B6, therefore, it is used for nutritional supplementation and for treating dietary shortage or imbalances."
DB00148,"For nutritional supplementation, also for treating dietary shortage or imbalance."
DB00149,Indicated to assist in the prevention of the breakdown of muscle proteins that sometimes occur after trauma or severe stress.
DB00150,"Tryptophan may be useful in increasing serotonin production, promoting healthy sleep, managing depression by enhancing mental and emotional well-being, managing pain tolerance, and managing weight."
DB00151,For the prevention of liver damage and kidney damage associated with overdoses of acetaminophen
DB00152,"For the treatment of thiamine and niacin deficiency states, Korsakov's alcoholic psychosis, Wernicke-Korsakov syndrome, delirium, and peripheral neuritis."
DB00153,"Ergocalciferol is indicated for the treatment of hypoparathyroidism, refractory rickets, and familial hypophosphatemia.[FDA label]
Hypoparathyroidism is the result of inadequate parathyroid hormone production that occurs due to the presence of damage or removal of the parathyroid glands. This condition produces decreased calcium and increased phosphorus levels.[L6082]
Rickets is a condition produced due to a deficiency in vitamin D, calcium or phosphorus. However, this condition can also be related to renal diseases. It is characterized to present weak or soft bones.[A177664]
Familial hypophosphatemia is characterized by the impaired transport of phosphate and an altered vitamin D metabolism in the kidneys. The presence of this condition can derive in the presence of osteomalacia, bone softening and rickets.[L6085]"
DB00154,"For nutritional supplementation, also for treating dietary shortage or imbalance"
